"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked","PclassSex","Surname","Title","Fsize","FsizeName","Favg","Ticket2","Tsize","Group","GroupSize","FarePP","MedianFarePP","FareBins","AgeLM","IsChildP12","NumNA","SumSurvived","AnySurvivors","IsSolo"
20,"1","3","female",32.2726725246098,0,0,"2649",7.225,"U","C","P3Female","Masselmani","Mrs",1,"1Masselmani",NA,"26xx",1,1,"solo",7.225,7.75,"[ 3.17,  7.28)",32.2726725246098,"No",0,1,"other","Yes"
21,"0","2","male",35,0,0,"239865",26,"U","S","P2Male","Fynney","Mr",1,"1Fynney",NA,"2398xx",2,2,"duo",13,12.35,"[10.52, 26.39)",30.5615022730045,"No",0,0,"other","Yes"
22,"1","2","male",34,0,0,"248698",13,"D","S","P2Male","Beesley","Mr",1,"1Beesley",NA,"2486xx",1,1,"solo",13,12.35,"[10.52, 26.39)",33.313566710812,"No",0,1,"other","Yes"
23,"1","3","female",15,0,0,"330923",8.0292,"U","Q","P3Female","McGowan","Miss",1,"1McGowan",NA,"3309xx",1,1,"solo",8.0292,7.75,"[ 7.92, 10.52)",24.4443208710542,"No",0,1,"other","Yes"
24,"1",NA,"male",28,0,0,"113788",35.5,"A","S",NA,"Sloper","Mr",1,"1Sloper",NA,"1137xx",1,1,"solo",35.5,28.875,"[26.39,128.08]",NA,"No",0,1,"other","Yes"
25,"0","3","female",8,3,1,"349909",21.075,"U","S","P3Female","Palsson","Miss",5,"5Palsson",NA,"3499xx",5,5,"large group",4.215,7.75,"[ 3.17,  7.28)",14.4447398208789,"No",1,0,"other","No"
26,"1","3","female",38,1,5,"347077",31.3875,"U","S","P3Female","Asplund","Mrs",7,"7Asplund",NA,"3470xx",7,7,"large group",4.48392857142857,7.75,"[ 3.17,  7.28)",31.9112385359566,"No",3,3,"survivors in group","No"
27,"0","3","male",27.8715922220972,0,0,"2631",7.225,"U","C","P3Male","Emir","Mr",1,"1Emir",NA,"26xx",1,1,"solo",7.225,7.75,"[ 3.17,  7.28)",27.8715922220972,"No",0,0,"other","Yes"
28,"0",NA,"male",19,3,2,"19950",263,"C","S",NA,"Fortune","Mr",6,"6Fortune",NA,"199xx",6,6,"large group",43.8333333333333,28.875,"[26.39,128.08]",NA,"No",2,2,"survivors in group","No"
29,"1","3","female",24.4443208710542,0,0,"330959",7.8792,"U","Q","P3Female","O'Dwyer","Miss",1,"1O'Dwyer",NA,"3309xx",1,1,"solo",7.8792,7.75,"[ 7.28,  7.92)",24.4443208710542,"No",0,1,"other","Yes"
30,"0","3","male",29.8474778255194,0,0,"349216",7.8958,"U","S","P3Male","Todoroff","Mr",1,"1Todoroff",NA,"3492xx",1,1,"solo",7.8958,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",0,0,"other","Yes"
31,"0",NA,"male",40,0,0,"PC 17601",27.7208,"U","C",NA,"Uruchurtu","Rare Title",1,"1Uruchurtu",NA,"PC 176xx",1,1,"solo",27.7208,28.875,"[26.39,128.08]",NA,"No",0,0,"other","Yes"
32,"1","1","female",41.3360741066527,1,0,"PC 17569",146.5208,"B","C","P1Female","Spencer","Mrs",2,"2Spencer",NA,"PC 175xx",3,3,"group",48.8402666666667,30,"[26.39,128.08]",41.3360741066527,"No",1,2,"survivors in group","No"
33,"1","3","female",24.4443208710542,0,0,"335677",7.75,"U","Q","P3Female","Glynn","Miss",1,"1Glynn",NA,"3356xx",1,1,"solo",7.75,7.75,"[ 7.28,  7.92)",24.4443208710542,"No",0,1,"other","Yes"
34,"0","2","male",66,0,0,"C.A. 24579",10.5,"U","S","P2Male","Wheadon","Mr",1,"1Wheadon",NA,"C.A. 245xx",1,1,"solo",10.5,12.35,"[ 7.92, 10.52)",33.313566710812,"No",0,0,"other","Yes"
35,"0",NA,"male",28,1,0,"PC 17604",82.1708,"U","C",NA,"Meyer","Mr",2,"2Meyer",NA,"PC 176xx",2,2,"duo",41.0854,28.875,"[26.39,128.08]",NA,"No",0,1,"survivors in group","No"
36,"0",NA,"male",42,1,0,"113789",52,"U","S",NA,"Holverson","Mr",2,"2Holverson",NA,"1137xx",2,2,"duo",26,28.875,"[10.52, 26.39)",NA,"No",0,1,"survivors in group","No"
37,"1","3","male",27.8715922220972,0,0,"2677",7.2292,"U","C","P3Male","Mamee","Mr",1,"1Mamee",NA,"26xx",1,1,"solo",7.2292,7.75,"[ 3.17,  7.28)",27.8715922220972,"No",0,1,"other","Yes"
38,"0","3","male",21,0,0,"A./5. 2152",8.05,"U","S","P3Male","Cann","Mr",1,"1Cann",NA,"A./5. 21xx",1,1,"solo",8.05,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",0,0,"other","Yes"
39,"0","3","female",18,2,0,"345764",18,"U","S","P3Female","Vander Planke","Miss",3,"3Vander Planke",3,"3457xx",2,3,"group",9,7.75,"[ 7.92, 10.52)",13.500411713069,"No",0,0,"other","No"
40,"1","3","female",14,1,0,"2651",11.2417,"U","C","P3Female","Nicola","Miss",2,"2Nicola",NA,"26xx",2,2,"duo",5.62085,7.75,"[ 3.17,  7.28)",13.4846171864776,"No",0,2,"survivors in group","No"
41,"0","3","female",40,1,0,"7546",9.475,"U","S","P3Female","Ahlin","Mrs",2,"2Ahlin",NA,"75xx",1,2,"duo",9.475,7.75,"[ 7.92, 10.52)",30.1712880386875,"No",0,0,"other","No"
42,"0","2","female",27,1,0,"11668",21,"U","S","P2Female","Turpin","Mrs",2,"2Turpin",NA,"116xx",2,2,"duo",10.5,12.35,"[ 7.92, 10.52)",33.6373769239802,"No",0,0,"other","No"
43,"0","3","male",27.8715922220972,0,0,"349253",7.8958,"U","C","P3Male","Kraeff","Mr",1,"1Kraeff",NA,"3492xx",1,1,"solo",7.8958,7.75,"[ 7.28,  7.92)",27.8715922220972,"No",0,0,"other","Yes"
44,"1","2","female",3,1,2,"SC/Paris 2123",41.5792,"U","C","P2Female","Laroche","Miss",4,"4Laroche",NA,"SC/Paris 21xx",4,4,"group",10.3948,12.35,"[ 7.92, 10.52)",16.3684717280844,"Yes",1,2,"survivors in group","No"
45,"1","3","female",19,0,0,"330958",7.8792,"U","Q","P3Female","Devaney","Miss",1,"1Devaney",NA,"3309xx",1,1,"solo",7.8792,7.75,"[ 7.28,  7.92)",24.4443208710542,"No",0,1,"other","Yes"
46,"0","3","male",29.8474778255194,0,0,"S.C./A.4. 23567",8.05,"U","S","P3Male","Rogers","Mr",1,"1Rogers",NA,"S.C./A.4. 235xx",1,1,"solo",8.05,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",0,0,"other","Yes"
47,"0","3","male",30.676755727985,1,0,"370371",15.5,"U","Q","P3Male","Lennon","Mr",2,"2Lennon",NA,"3703xx",2,2,"duo",7.75,7.75,"[ 7.28,  7.92)",30.676755727985,"No",1,0,"other","No"
48,"1","3","female",24.4443208710542,0,0,"14311",7.75,"U","Q","P3Female","O'Driscoll","Miss",1,"1O'Driscoll",NA,"143xx",1,1,"solo",7.75,7.75,"[ 7.28,  7.92)",24.4443208710542,"No",0,1,"other","Yes"
49,"0","3","male",21.8342310559221,2,0,"2662",21.6792,"U","C","P3Male","Samaan","Mr",3,"3Samaan",NA,"26xx",3,3,"group",7.2264,7.75,"[ 3.17,  7.28)",21.8342310559221,"No",2,0,"other","No"
50,"0","3","female",18,1,0,"349237",17.8,"U","S","P3Female","Arnold","Mrs",2,"2Arnold",NA,"3492xx",2,2,"duo",8.9,7.75,"[ 7.92, 10.52)",30.1712880386875,"No",0,0,"other","No"
51,"0","3","male",7,4,1,"3101295",39.6875,"U","S","P3Male","Panula","Master",6,"6Panula",NA,"31012xx",7,7,"large group",5.66964285714286,7.75,"[ 3.17,  7.28)",2.98346403260655,"No",1,0,"other","No"
52,"0","3","male",21,0,0,"A/4. 39886",7.8,"U","S","P3Male","Nosworthy","Mr",1,"1Nosworthy",NA,"A/4. 398xx",1,1,"solo",7.8,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",0,0,"other","Yes"
53,"1","1","female",49,1,0,"PC 17572",76.7292,"D","C","P1Female","Harper","Mrs",2,"2Harper",NA,"PC 175xx",3,3,"group",25.5764,30,"[10.52, 26.39)",41.3360741066527,"No",0,3,"survivors in group","No"
54,"1","2","female",29,1,0,"2926",26,"U","S","P2Female","Faunthorpe","Mrs",2,"2Faunthorpe",NA,"29xx",2,2,"duo",13,12.35,"[10.52, 26.39)",33.6373769239802,"No",1,1,"survivors in group","No"
55,"0",NA,"male",65,0,1,"113509",61.9792,"B","C",NA,"Ostby","Mr",2,"2Ostby",NA,"1135xx",2,2,"duo",30.9896,28.875,"[26.39,128.08]",NA,"No",1,0,"other","Yes"
56,"1",NA,"male",NA,0,0,"19947",35.5,"C","S",NA,"Woolner","Mr",1,"1Woolner",NA,"199xx",1,1,"solo",35.5,28.875,"[26.39,128.08]",NA,"No",0,1,"other","Yes"
57,"1","2","female",21,0,0,"C.A. 31026",10.5,"U","S","P2Female","Rugg","Miss",1,"1Rugg",NA,"C.A. 310xx",1,1,"solo",10.5,12.35,"[ 7.92, 10.52)",23.0038617645368,"No",0,1,"other","Yes"
58,"0","3","male",28.5,0,0,"2697",7.2292,"U","C","P3Male","Novel","Mr",1,"1Novel",NA,"26xx",1,1,"solo",7.2292,7.75,"[ 3.17,  7.28)",27.8715922220972,"No",0,0,"other","Yes"
59,"1","2","female",5,1,2,"C.A. 34651",27.75,"U","S","P2Female","West","Miss",4,"4West",NA,"C.A. 346xx",4,4,"group",6.9375,12.35,"[ 3.17,  7.28)",18.3443573315066,"Yes",1,2,"survivors in group","No"
60,"0","3","male",11,5,2,"CA 2144",46.9,"U","S","P3Male","Goodwin","Master",8,"8Goodwin",NA,"CA 21xx",8,8,"large group",5.8625,7.75,"[ 3.17,  7.28)",1.68458392187361,"No",2,0,"other","No"
61,"0","3","male",22,0,0,"2669",7.2292,"U","C","P3Male","Sirayanian","Mr",1,"1Sirayanian",NA,"26xx",1,1,"solo",7.2292,7.75,"[ 3.17,  7.28)",27.8715922220972,"No",0,0,"other","Yes"
62,"1","1","female",38,0,0,"113572",80,"B","C","P1Female","Icard","Miss",1,"1Icard",NA,"1135xx",2,2,"duo",40,30,"[26.39,128.08]",28.5853799346957,"No",0,2,"survivors in group","Yes"
63,"0",NA,"male",45,1,0,"36973",83.475,"C","S",NA,"Harris","Mr",2,"2Harris",NA,"369xx",2,2,"duo",41.7375,28.875,"[26.39,128.08]",NA,"No",0,1,"survivors in group","No"
64,"0","3","male",4,3,2,"347088",27.9,"U","S","P3Male","Skoog","Master",6,"6Skoog",NA,"3470xx",6,6,"large group",4.65,7.75,"[ 3.17,  7.28)",4.3349952249475,"No",0,0,"other","No"
65,"0",NA,"male",NA,0,0,"PC 17605",27.7208,"U","C",NA,"Stewart","Mr",1,"1Stewart",NA,"PC 176xx",1,1,"solo",27.7208,28.875,"[26.39,128.08]",NA,"No",0,0,"other","Yes"
66,"1","3","male",2.73998716525239,1,1,"2661",15.2458,"U","C","P3Male","Moubarek","Master",3,"3Moubarek",NA,"26xx",3,3,"group",5.08193333333333,7.75,"[ 3.17,  7.28)",2.73998716525239,"No",1,2,"survivors in group","No"
67,"1","2","female",29,0,0,"C.A. 29395",10.5,"F","S","P2Female","Nye","Mrs",1,"1Nye",NA,"C.A. 293xx",1,1,"solo",10.5,12.35,"[ 7.92, 10.52)",37.7146470133246,"No",0,1,"other","Yes"
68,"0","3","male",19,0,0,"S.P. 3464",8.1583,"U","S","P3Male","Crease","Mr",1,"1Crease",NA,"S.P. 34xx",1,1,"solo",8.1583,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",0,0,"other","Yes"
69,"1","3","female",17,4,2,"3101281",7.925,"U","S","P3Female","Andersson","Miss",7,"7Andersson",NA,"31012xx",1,7,"large group",7.925,7.75,"[ 7.92, 10.52)",13.1458597101459,"No",0,1,"other","No"
70,"0","3","male",26,2,0,"315151",8.6625,"U","S","P3Male","Kink","Mr",3,"3Kink",3,"3151xx",1,3,"group",8.6625,7.75,"[ 7.92, 10.52)",23.8101166593442,"No",0,0,"other","No"
71,"0","2","male",32,0,0,"C.A. 33111",10.5,"U","S","P2Male","Jenkin","Mr",1,"1Jenkin",NA,"C.A. 331xx",1,1,"solo",10.5,12.35,"[ 7.92, 10.52)",33.313566710812,"No",0,0,"other","Yes"
72,"0","3","female",16,5,2,"CA 2144",46.9,"U","S","P3Female","Goodwin","Miss",8,"8Goodwin",NA,"CA 21xx",8,8,"large group",5.8625,7.75,"[ 3.17,  7.28)",11.820654058609,"No",2,0,"other","No"
73,"0","2","male",21,0,0,"S.O.C. 14879",73.5,"U","S","P2Male","Hood","Mr",1,"1Hood",NA,"S.O.C. 148xx",7,7,"large group",10.5,12.35,"[ 7.92, 10.52)",32.1698250662536,"No",2,0,"other","Yes"
74,"0","3","male",26,1,0,"2680",14.4542,"U","C","P3Male","Chronopoulos","Mr",2,"2Chronopoulos",NA,"26xx",2,2,"duo",7.2271,7.75,"[ 3.17,  7.28)",23.7943221327528,"No",1,0,"other","No"
75,"1","3","male",32,0,0,"1601",56.4958,"U","S","P3Male","Bing","Mr",1,"1Bing",NA,"16xx",8,8,"large group",7.061975,7.75,"[ 3.17,  7.28)",28.7037361809609,"No",1,5,"survivors in group","Yes"
76,"0","3","male",25,0,0,"348123",7.65,"F","S","P3Male","Moen","Mr",1,"1Moen",NA,"3481xx",1,1,"solo",7.65,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",0,0,"other","Yes"
77,"0","3","male",29.8474778255194,0,0,"349208",7.8958,"U","S","P3Male","Staneff","Mr",1,"1Staneff",NA,"3492xx",1,1,"solo",7.8958,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",0,0,"other","Yes"
78,"0","3","male",29.8474778255194,0,0,"374746",8.05,"U","S","P3Male","Moutal","Mr",1,"1Moutal",NA,"3747xx",1,1,"solo",8.05,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",0,0,"other","Yes"
79,"1","2","male",0.83,0,2,"248738",29,"U","S","P2Male","Caldwell","Master",3,"3Caldwell",NA,"2487xx",3,3,"group",9.66666666666667,12.35,"[ 7.92, 10.52)",9.53349284630814,"Yes",1,2,"survivors in group","Yes"
80,"1","3","female",30,0,0,"364516",12.475,"U","S","P3Female","Dowdell","Miss",1,"1Dowdell",NA,"3645xx",2,2,"duo",6.2375,7.75,"[ 3.17,  7.28)",16.7857084414367,"No",0,2,"survivors in group","Yes"
81,"0","3","male",22,0,0,"345767",9,"U","S","P3Male","Waelens","Mr",1,"1Waelens",NA,"3457xx",1,1,"solo",9,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",0,0,"other","Yes"
82,"1","3","male",29,0,0,"345779",9.5,"U","S","P3Male","Sheerlinck","Mr",1,"1Sheerlinck",NA,"3457xx",1,1,"solo",9.5,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",0,1,"other","Yes"
83,"1","3","female",24.4443208710542,0,0,"330932",7.7875,"U","Q","P3Female","McDermott","Miss",1,"1McDermott",NA,"3309xx",1,1,"solo",7.7875,7.75,"[ 7.28,  7.92)",24.4443208710542,"No",0,1,"other","Yes"
84,"0",NA,"male",28,0,0,"113059",47.1,"U","S",NA,"Carrau","Mr",2,"1Carrau",NA,"1130xx",2,2,"duo",23.55,28.875,"[10.52, 26.39)",NA,"No",1,0,"other","Yes"
85,"1","2","female",17,0,0,"SO/C 14885",10.5,"U","S","P2Female","Ilett","Miss",1,"1Ilett",NA,"SO/C 148xx",1,1,"solo",10.5,12.35,"[ 7.92, 10.52)",23.0038617645368,"No",0,1,"other","Yes"
86,"1","3","female",33,3,0,"3101278",15.85,"U","S","P3Female","Backstrom","Mrs",3,"4Backstrom",3,"31012xx",2,3,"group",7.925,7.75,"[ 7.92, 10.52)",26.8859913103199,"No",0,1,"survivors in group","No"
87,"0","3","male",16,1,3,"W./C. 6608",34.375,"U","S","P3Male","Ford","Mr",5,"5Ford",NA,"W./C. 66xx",5,5,"large group",6.875,7.75,"[ 3.17,  7.28)",27.457507151836,"No",1,0,"other","No"
88,"0","3","male",29.8474778255194,0,0,"SOTON/OQ 392086",8.05,"U","S","P3Male","Slocovski","Mr",1,"1Slocovski",NA,"SOTON/OQ 3920xx",1,1,"solo",8.05,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",0,0,"other","Yes"
89,"1","1","female",23,3,2,"19950",263,"C","S","P1Female","Fortune","Miss",6,"6Fortune",NA,"199xx",6,6,"large group",43.8333333333333,30,"[26.39,128.08]",28.246622458364,"No",2,2,"survivors in group","No"
90,"0","3","male",24,0,0,"343275",8.05,"U","S","P3Male","Celotti","Mr",1,"1Celotti",NA,"3432xx",1,1,"solo",8.05,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",0,0,"other","Yes"
91,"0","3","male",29,0,0,"343276",8.05,"U","S","P3Male","Christmann","Mr",1,"1Christmann",NA,"3432xx",1,1,"solo",8.05,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",0,0,"other","Yes"
92,"0","3","male",20,0,0,"347466",7.8542,"U","S","P3Male","Andreasson","Mr",1,"1Andreasson",NA,"3474xx",1,1,"solo",7.8542,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",0,0,"other","Yes"
93,"0",NA,"male",46,1,0,"W.E.P. 5734",61.175,"E","S",NA,"Chaffee","Mr",2,"2Chaffee",NA,"W.E.P. 57xx",2,2,"duo",30.5875,28.875,"[26.39,128.08]",NA,"No",1,0,"other","No"
94,"0","3","male",26,1,2,"C.A. 2315",20.575,"U","S","P3Male","Dean","Mr",4,"4Dean",NA,"C.A. 23xx",4,4,"group",5.14375,7.75,"[ 3.17,  7.28)",25.1879733924892,"No",2,1,"survivors in group","No"
95,"0","3","male",59,0,0,"364500",7.25,"U","S","P3Male","Coxon","Mr",1,"1Coxon",NA,"3645xx",1,1,"solo",7.25,7.75,"[ 3.17,  7.28)",29.8474778255194,"No",0,0,"other","Yes"
96,"0","3","male",29.8474778255194,0,0,"374910",8.05,"U","S","P3Male","Shorney","Mr",1,"1Shorney",NA,"3749xx",1,1,"solo",8.05,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",0,0,"other","Yes"
97,"0",NA,"male",71,0,0,"PC 17754",34.6542,"A","C",NA,"Goldschmidt","Mr",1,"1Goldschmidt",NA,"PC 177xx",1,1,"solo",34.6542,28.875,"[26.39,128.08]",NA,"No",0,0,"other","Yes"
98,"1",NA,"male",23,0,1,"PC 17759",63.3583,"D","C",NA,"Greenfield","Mr",2,"2Greenfield",NA,"PC 177xx",2,2,"duo",31.67915,28.875,"[26.39,128.08]",NA,"No",1,1,"survivors in group","Yes"
99,"1","2","female",34,0,1,"231919",23,"U","S","P2Female","Doling","Mrs",2,"2Doling",NA,"2319xx",2,2,"duo",11.5,12.35,"[10.52, 26.39)",34.9889081163211,"No",0,2,"survivors in group","Yes"
100,"0","2","male",34,1,0,"244367",26,"U","S","P2Male","Kantor","Mr",2,"2Kantor",NA,"2443xx",2,2,"duo",13,12.35,"[10.52, 26.39)",29.2362966214676,"No",0,1,"survivors in group","No"
101,"0","3","female",28,0,0,"349245",7.8958,"U","S","P3Female","Petranec","Miss",1,"1Petranec",NA,"3492xx",1,1,"solo",7.8958,7.75,"[ 7.28,  7.92)",19.5377728792442,"No",0,0,"other","Yes"
102,"0","3","male",27.0954133877119,0,0,"349215",7.8958,"U","S","P3Male","Petroff","Mr",2,"1Petroff",NA,"3492xx",1,2,"duo",7.8958,7.75,"[ 7.28,  7.92)",27.0954133877119,"No",0,0,"other","Yes"
103,"0",NA,"male",21,0,1,"35281",77.2875,"D","S",NA,"White","Mr",2,"2White",NA,"352xx",2,2,"duo",38.64375,28.875,"[26.39,128.08]",NA,"No",0,0,"other","Yes"
104,"0","3","male",33,0,0,"7540",8.6542,"U","S","P3Male","Johansson","Mr",1,"1Johansson",NA,"75xx",1,1,"solo",8.6542,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",0,0,"other","Yes"
105,"0","3","male",37,2,0,"3101276",7.925,"U","S","P3Male","Gustafsson","Mr",3,"3Gustafsson",3,"31012xx",1,3,"group",7.925,7.75,"[ 7.92, 10.52)",23.8101166593442,"No",0,0,"other","No"
106,"0","3","male",28,0,0,"349207",7.8958,"U","S","P3Male","Mionoff","Mr",1,"1Mionoff",NA,"3492xx",1,1,"solo",7.8958,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",0,0,"other","Yes"
107,"1","3","female",21,0,0,"343120",7.65,"U","S","P3Female","Salkjelsvik","Miss",1,"1Salkjelsvik",NA,"3431xx",1,1,"solo",7.65,7.75,"[ 7.28,  7.92)",19.5377728792442,"No",0,1,"other","Yes"
108,"1","3","male",29.8474778255194,0,0,"312991",7.775,"U","S","P3Male","Moss","Mr",1,"1Moss",NA,"3129xx",1,1,"solo",7.775,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",0,1,"other","Yes"
109,"0","3","male",38,0,0,"349249",7.8958,"U","S","P3Male","Rekic","Mr",1,"1Rekic",NA,"3492xx",1,1,"solo",7.8958,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",0,0,"other","Yes"
110,"1","3","female",19.7321653564159,1,0,"371110",24.15,"U","Q","P3Female","Moran","Miss",2,"2Moran",NA,"3711xx",3,3,"group",8.05,7.75,"[ 7.92, 10.52)",19.7321653564159,"No",0,1,"survivors in group","No"
111,"0",NA,"male",47,0,0,"110465",52,"C","S",NA,"Porter","Mr",1,"1Porter",NA,"1104xx",2,2,"duo",26,28.875,"[10.52, 26.39)",NA,"No",0,0,"other","Yes"
112,"0","3","female",14.5,1,0,"2665",14.4542,"U","C","P3Female","Zabour","Miss",2,"2Zabour",NA,"26xx",2,2,"duo",7.2271,7.75,"[ 3.17,  7.28)",13.4846171864776,"No",0,0,"other","No"
113,"0","3","male",22,0,0,"324669",8.05,"U","S","P3Male","Barton","Mr",1,"1Barton",NA,"3246xx",1,1,"solo",8.05,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",0,0,"other","Yes"
114,"0","3","female",20,1,0,"4136",9.825,"U","S","P3Female","Jussila","Miss",2,"2Jussila",NA,"41xx",1,2,"duo",9.825,7.75,"[ 7.92, 10.52)",15.4605027898997,"No",0,0,"other","No"
115,"0","3","female",17,0,0,"2627",14.4583,"U","C","P3Female","Attalah","Miss",2,"1Attalah",NA,"26xx",2,2,"duo",7.22915,7.75,"[ 3.17,  7.28)",14.8098228380145,"No",0,0,"other","Yes"
116,"0","3","male",21,0,0,"STON/O 2. 3101294",7.925,"U","S","P3Male","Pekoniemi","Mr",1,"1Pekoniemi",NA,"STON/O 2. 31012xx",1,1,"solo",7.925,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",0,0,"other","Yes"
117,"0","3","male",70.5,0,0,"370369",7.75,"U","Q","P3Male","Connors","Mr",1,"1Connors",NA,"3703xx",1,1,"solo",7.75,7.75,"[ 7.28,  7.92)",34.7540258173294,"No",0,0,"other","Yes"
